ID,Category,Topic,Details,Location,Timestamp,Source
RES-20260150,Disease,Deformed Wing Virus (DWV),Pathogen: Virus (Varroa-vectored). Clinical Signs: Twisted/shriveled wings; shortened abdomen. Recommended Protocol: Control Varroa mites aggressively. Risk Level: Critical.,Rift Valley,2026-02-12,BeeYield University Research
RES-20260151,Apiary Management,Flow Hive Hive Inspection,Colony Status: Average. Queen laying pattern drone-layer. Stores: 22kg honey. Mite count: 21/100 bees.,Makueni,2026-02-12,BeeYield University Research
RES-20260152,Disease,Chronic Bee Paralysis Virus (CBPV),Pathogen: Virus. Clinical Signs: Trembling; hairless/shiny bees; crawling at entrance. Recommended Protocol: Reduce overcrowding; Re-queen. Risk Level: Medium.,Baringo,2026-02-12,BeeYield University Research
RES-20260153,Harvesting,Acacia Honey Harvest,Yield: 7.5kg per hive. Moisture content: 16.1%. HMF levels compliant. Extraction method: Drip.,Aberdares,2026-02-12,BeeYield University Research
RES-20260154,Harvesting,Macadamia Honey Harvest,Yield: 14.5kg per hive. Moisture content: 20.8%. HMF levels compliant. Extraction method: Drip.,Mombasa,2026-02-12,BeeYield University Research
RES-20260155,Genetics,Queen Performance Metric,Lineage: Mount Kenya-Adaptive. Hygienic score: 75%. Brood viability: 79%. Temperament: Docile.,Mount Kenya,2026-02-12,BeeYield University Research
RES-20260156,Sustainability,Sustainable Practice Implementation,Crop rotation with legumes to boost soil N and nectar.,Kitui,2026-02-12,BeeYield University Research
RES-20260157,Disease,Powdery Scale (AFB Variant),Pathogen: Paenibacillus larvae (subsp.). Clinical Signs: Hard brittle scale on cell bottom; resistant to removal. Recommended Protocol: Sterilization of frames; antibiotics ineffective. Risk Level: Critical.,Mombasa,2026-02-12,BeeYield University Research
RES-20260158,Apiary Management,Top Bar Hive Inspection,Colony Status: Swarming. Queen laying pattern drone-layer. Stores: 22kg honey. Mite count: 10/100 bees.,Narok,2026-02-12,BeeYield University Research
RES-20260159,Genetics,Queen Performance Metric,Lineage: Nairobi Peri-Urban-Adaptive. Hygienic score: 73%. Brood viability: 88%. Temperament: Docile.,Nairobi Peri-Urban,2026-02-12,BeeYield University Research
RES-20260160,Disease,Chronic Bee Paralysis Virus (CBPV),Pathogen: Virus. Clinical Signs: Trembling; hairless/shiny bees; crawling at entrance. Recommended Protocol: Reduce overcrowding; Re-queen. Risk Level: Medium.,Kisumu,2026-02-12,BeeYield University Research
RES-20260161,Disease,Varroa Destructor,Pathogen: Parasitic Mite. Clinical Signs: Deformed wings (DWV); crawling bees; phoretic mites visible. Recommended Protocol: Oxalic Acid vaporization; Formic Pro; Apivar strips; Drone brood removal. Risk Level: Critical.,Coastal Region,2026-02-12,BeeYield University Research
RES-20260162,Harvesting,Sunflower Honey Harvest,Yield: 39.3kg per hive. Moisture content: 17.8%. HMF levels compliant. Extraction method: Drip.,Aberdares,2026-02-12,BeeYield University Research
RES-20260163,Genetics,Queen Performance Metric,Lineage: Rift Valley-Adaptive. Hygienic score: 80%. Brood viability: 90%. Temperament: Aggressive.,Rift Valley,2026-02-12,BeeYield University Research
RES-20260164,Apiary Management,Horizontal Langstroth Hive Inspection,Colony Status: Swarming. Queen laying pattern drone-layer. Stores: 39kg honey. Mite count: 5/100 bees.,Mount Kenya,2026-02-12,BeeYield University Research
RES-20260165,Genetics,Queen Performance Metric,Lineage: Kisumu-Adaptive. Hygienic score: 73%. Brood viability: 94%. Temperament: Docile.,Kisumu,2026-02-12,BeeYield University Research
RES-20260166,Harvesting,Multifloral Honey Harvest,Yield: 37.5kg per hive. Moisture content: 20.9%. HMF levels compliant. Extraction method: Centrifugal.,Kibwezi,2026-02-12,BeeYield University Research
RES-20260167,Sustainability,Sustainable Practice Implementation,Maintaining 20% natural habitat buffer zones.,Baringo,2026-02-12,BeeYield University Research
RES-20260168,Genetics,Queen Performance Metric,Lineage: Aberdares-Adaptive. Hygienic score: 72%. Brood viability: 76%. Temperament: Docile.,Aberdares,2026-02-12,BeeYield University Research
RES-20260169,Sustainability,Sustainable Practice Implementation,Maintaining 20% natural habitat buffer zones.,Coastal Region,2026-02-12,BeeYield University Research
RES-20260170,Harvesting,Coffee Blossom Honey Harvest,Yield: 40.2kg per hive. Moisture content: 21.4%. HMF levels compliant. Extraction method: Centrifugal.,Rift Valley,2026-02-12,BeeYield University Research
RES-20260171,Genetics,Queen Performance Metric,Lineage: Kitui-Adaptive. Hygienic score: 82%. Brood viability: 88%. Temperament: Docile.,Kitui,2026-02-12,BeeYield University Research
RES-20260172,Disease,Chronic Bee Paralysis Virus (CBPV),Pathogen: Virus. Clinical Signs: Trembling; hairless/shiny bees; crawling at entrance. Recommended Protocol: Reduce overcrowding; Re-queen. Risk Level: Medium.,Narok,2026-02-12,BeeYield University Research
RES-20260173,Disease,Dysentery,Pathogen: Condition (Not specific pathogen). Clinical Signs: Spotting on frames/entrance; swollen abdomens. Recommended Protocol: Feed thick syrup; flight cleansing weather. Risk Level: Medium.,Rift Valley,2026-02-12,BeeYield University Research
RES-20260174,Genetics,Queen Performance Metric,Lineage: Turkana (Arid)-Adaptive. Hygienic score: 70%. Brood viability: 96%. Temperament: Docile.,Turkana (Arid),2026-02-12,BeeYield University Research
RES-20260175,Genetics,Queen Performance Metric,Lineage: Kibwezi-Adaptive. Hygienic score: 77%. Brood viability: 89%. Temperament: Defensive.,Kibwezi,2026-02-12,BeeYield University Research
RES-20260176,Genetics,Queen Performance Metric,Lineage: Makueni-Adaptive. Hygienic score: 95%. Brood viability: 78%. Temperament: Defensive.,Makueni,2026-02-12,BeeYield University Research
RES-20260177,Disease,Tracheal Mite,Pathogen: Acarapis woodi. Clinical Signs: K-wing (disconnected wings); bees unable to fly. Recommended Protocol: Menthol crystals; Formic acid; oil patties. Risk Level: High.,Narok,2026-02-12,BeeYield University Research
RES-20260178,Genetics,Queen Performance Metric,Lineage: Narok-Adaptive. Hygienic score: 96%. Brood viability: 78%. Temperament: Defensive.,Narok,2026-02-12,BeeYield University Research
RES-20260179,Harvesting,Baobab Honey Harvest,Yield: 45.7kg per hive. Moisture content: 19.8%. HMF levels compliant. Extraction method: Drip.,Kakamega,2026-02-12,BeeYield University Research
RES-20260180,Apiary Management,Warre Hive Inspection,Colony Status: Swarming. Queen laying pattern drone-layer. Stores: 13kg honey. Mite count: 15/100 bees.,Makueni,2026-02-12,BeeYield University Research
RES-20260181,Sustainability,Sustainable Practice Implementation,Solar wax melting to reduce energy consumption.,Baringo,2026-02-12,BeeYield University Research
RES-20260182,Sustainability,Sustainable Practice Implementation,Water harvesting for apiary hydration stations.,Narok,2026-02-12,BeeYield University Research
RES-20260183,Apiary Management,Warre Hive Inspection,Colony Status: Critical. Queen laying pattern drone-layer. Stores: 30kg honey. Mite count: 8/100 bees.,Nairobi Peri-Urban,2026-02-12,BeeYield University Research
RES-20260184,Disease,Euvarroa sinhai,Pathogen: Parasitic Mite. Clinical Signs: Affects dwarf honey bees primarily; spillover risk. Recommended Protocol: Quarantine; monitoring. Risk Level: Low.,Makueni,2026-02-12,BeeYield University Research
RES-20260185,Harvesting,Acacia Honey Harvest,Yield: 7.0kg per hive. Moisture content: 21.7%. HMF levels compliant. Extraction method: Crush & Strain.,Baringo,2026-02-12,BeeYield University Research
RES-20260186,Disease,Stonebrood,Pathogen: Aspergillus flavus. Clinical Signs: Larvae turn hard and greenish-yellow. Recommended Protocol: Remove infected combs; ensure dry hive conditions. Risk Level: Low.,Aberdares,2026-02-12,BeeYield University Research
RES-20260187,Disease,Black Queen Cell Virus (BQCV),Pathogen: Virus (Nosema-associated). Clinical Signs: Queen pupae turn black; failed queen rearing. Recommended Protocol: Control Nosema. Risk Level: Medium.,Narok,2026-02-12,BeeYield University Research
RES-20260188,Apiary Management,Traditional Log Hive Inspection,Colony Status: Average. Queen laying pattern spotty. Stores: 4kg honey. Mite count: 23/100 bees.,Turkana (Arid),2026-02-12,BeeYield University Research
RES-20260189,Sustainability,Sustainable Practice Implementation,Using swarm traps to capture local genetics instead of packaged bees.,Baringo,2026-02-12,BeeYield University Research
RES-20260190,Apiary Management,Flow Hive Hive Inspection,Colony Status: Critical. Queen laying pattern spotty. Stores: 40kg honey. Mite count: 0/100 bees.,Coastal Region,2026-02-12,BeeYield University Research
RES-20260191,Harvesting,Eucalyptus Honey Harvest,Yield: 19.4kg per hive. Moisture content: 18.2%. HMF levels compliant. Extraction method: Drip.,Coastal Region,2026-02-12,BeeYield University Research
RES-20260192,Sustainability,Sustainable Practice Implementation,Minimal intervention beekeeping (MIB) protocols.,Nairobi Peri-Urban,2026-02-12,BeeYield University Research
RES-20260193,Genetics,Queen Performance Metric,Lineage: Makueni-Adaptive. Hygienic score: 94%. Brood viability: 93%. Temperament: Docile.,Makueni,2026-02-12,BeeYield University Research
RES-20260194,Genetics,Queen Performance Metric,Lineage: Turkana (Arid)-Adaptive. Hygienic score: 73%. Brood viability: 93%. Temperament: Defensive.,Turkana (Arid),2026-02-12,BeeYield University Research
RES-20260195,Genetics,Queen Performance Metric,Lineage: Mount Kenya-Adaptive. Hygienic score: 79%. Brood viability: 84%. Temperament: Defensive.,Mount Kenya,2026-02-12,BeeYield University Research
RES-20260196,Genetics,Queen Performance Metric,Lineage: Kakamega-Adaptive. Hygienic score: 79%. Brood viability: 90%. Temperament: Docile.,Kakamega,2026-02-12,BeeYield University Research
RES-20260197,Sustainability,Sustainable Practice Implementation,Solar wax melting to reduce energy consumption.,Kibwezi,2026-02-12,BeeYield University Research
RES-20260198,Apiary Management,Flow Hive Hive Inspection,Colony Status: Swarming. Queen laying pattern solid. Stores: 6kg honey. Mite count: 3/100 bees.,Kakamega,2026-02-12,BeeYield University Research
RES-20260199,Harvesting,Croton Honey Harvest,Yield: 4.5kg per hive. Moisture content: 15.9%. HMF levels compliant. Extraction method: Crush & Strain.,Kakamega,2026-02-12,BeeYield University Research
RES-20260200,Disease,Lesser Wax Moth,Pathogen: Achroia grisella. Clinical Signs: Small tunnels in comb; affects stored pollen. Recommended Protocol: Freezing equipment; hygiene. Risk Level: Low.,Aberdares,2026-02-12,BeeYield University Research
RES-20260201,Genetics,Queen Performance Metric,Lineage: Nairobi Peri-Urban-Adaptive. Hygienic score: 83%. Brood viability: 77%. Temperament: Docile.,Nairobi Peri-Urban,2026-02-12,BeeYield University Research
RES-20260202,Genetics,Queen Performance Metric,Lineage: Turkana (Arid)-Adaptive. Hygienic score: 88%. Brood viability: 91%. Temperament: Defensive.,Turkana (Arid),2026-02-12,BeeYield University Research
RES-20260203,Disease,Deformed Wing Virus (DWV),Pathogen: Virus (Varroa-vectored). Clinical Signs: Twisted/shriveled wings; shortened abdomen. Recommended Protocol: Control Varroa mites aggressively. Risk Level: Critical.,Rift Valley,2026-02-12,BeeYield University Research
RES-20260204,Genetics,Queen Performance Metric,Lineage: Kakamega-Adaptive. Hygienic score: 99%. Brood viability: 91%. Temperament: Defensive.,Kakamega,2026-02-12,BeeYield University Research
RES-20260205,Apiary Management,Flow Hive Hive Inspection,Colony Status: Strong. Queen laying pattern drone-layer. Stores: 12kg honey. Mite count: 21/100 bees.,Kibwezi,2026-02-12,BeeYield University Research
RES-20260206,Disease,Pesticide Poisoning,Pathogen: Chemical Toxicity. Clinical Signs: Dead bees with extended tongues (probiscis); spinning. Recommended Protocol: Move hives; feed sugar syrup to dilute toxin. Risk Level: Critical.,Kakamega,2026-02-12,BeeYield University Research
RES-20260207,Apiary Management,Flow Hive Hive Inspection,Colony Status: Strong. Queen laying pattern solid. Stores: 38kg honey. Mite count: 21/100 bees.,Makueni,2026-02-12,BeeYield University Research
RES-20260208,Harvesting,Sunflower Honey Harvest,Yield: 32.5kg per hive. Moisture content: 16.0%. HMF levels compliant. Extraction method: Drip.,Coastal Region,2026-02-12,BeeYield University Research
RES-20260209,Harvesting,Avocado Honey Harvest,Yield: 36.9kg per hive. Moisture content: 15.5%. HMF levels compliant. Extraction method: Drip.,Kisumu,2026-02-12,BeeYield University Research
RES-20260210,Apiary Management,Top Bar Hive Inspection,Colony Status: Swarming. Queen laying pattern solid. Stores: 31kg honey. Mite count: 4/100 bees.,Narok,2026-02-12,BeeYield University Research
RES-20260211,Genetics,Queen Performance Metric,Lineage: Turkana (Arid)-Adaptive. Hygienic score: 95%. Brood viability: 95%. Temperament: Docile.,Turkana (Arid),2026-02-12,BeeYield University Research
RES-20260212,Harvesting,Baobab Honey Harvest,Yield: 49.2kg per hive. Moisture content: 18.9%. HMF levels compliant. Extraction method: Drip.,Mombasa,2026-02-12,BeeYield University Research
RES-20260213,Harvesting,Acacia Honey Harvest,Yield: 46.8kg per hive. Moisture content: 17.2%. HMF levels compliant. Extraction method: Drip.,Rift Valley,2026-02-12,BeeYield University Research
RES-20260214,Harvesting,Canola Honey Harvest,Yield: 35.4kg per hive. Moisture content: 19.1%. HMF levels compliant. Extraction method: Centrifugal.,Narok,2026-02-12,BeeYield University Research
RES-20260215,Genetics,Queen Performance Metric,Lineage: Turkana (Arid)-Adaptive. Hygienic score: 79%. Brood viability: 76%. Temperament: Defensive.,Turkana (Arid),2026-02-12,BeeYield University Research
RES-20260216,Apiary Management,Horizontal Langstroth Hive Inspection,Colony Status: Strong. Queen laying pattern drone-layer. Stores: 31kg honey. Mite count: 22/100 bees.,Coastal Region,2026-02-12,BeeYield University Research
RES-20260217,Apiary Management,Warre Hive Inspection,Colony Status: Strong. Queen laying pattern solid. Stores: 34kg honey. Mite count: 2/100 bees.,Coastal Region,2026-02-12,BeeYield University Research
RES-20260218,Apiary Management,Horizontal Langstroth Hive Inspection,Colony Status: Average. Queen laying pattern solid. Stores: 23kg honey. Mite count: 12/100 bees.,Turkana (Arid),2026-02-12,BeeYield University Research
RES-20260219,Sustainability,Sustainable Practice Implementation,Water harvesting for apiary hydration stations.,Makueni,2026-02-12,BeeYield University Research
RES-20260220,Harvesting,Sunflower Honey Harvest,Yield: 53.4kg per hive. Moisture content: 19.0%. HMF levels compliant. Extraction method: Centrifugal.,Makueni,2026-02-12,BeeYield University Research
RES-20260221,Genetics,Queen Performance Metric,Lineage: Kitui-Adaptive. Hygienic score: 91%. Brood viability: 98%. Temperament: Aggressive.,Kitui,2026-02-12,BeeYield University Research
